,,,Quantity of Water Transferred,,,,,,Prices,,,,Transfer Length,,,,Transfer Type,,,,,,,,,,,,,,
ID Code,Year,State,Minimum Annual Acre-Feet,Average Annual Acre-Feet,Maximum Annual Acre-Feet,Committed Minimum Acre-Feet,Commited Average Acre-Feet,Commited Maximum Acre-Feet,Total Price,Inflation Adjusted Total Price,Inflation Adjusted Price per Annual Acre-Foot,Inflation Adjusted Price per Committed Acre-Foot,Sale,Lease,Exchange,Lease Duration,Ag-to-Ag,Ag-to-Urban,Ag-to-Enivo,Urban-to-Ag,Urban-to-Urban,Urban-to-Enviro,Enviro-to-Ag,Enviro-to-Urban,Enviro-to-Enviro,Combination,Recycled,Unknown,Seller,Buyer,Water Strategist Issue
CO100,1990,CO,49,49,49,980,980,980,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,"LML, Ltd",North Weld County Water District,Apr '90
CO101,1990,CO,165,165,165,3300,3300,3300,60060,52202.11,316.3764,15.81882,1,0,0,,0,0,0,1,0,0,0,0,0,0,,0,City of Loveland,Farmer,Apr '90
CO102,1990,CO,3,3,3,60,60,60,15000,13037.49,4345.831,217.2915,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Investor,First Colorado Land Office,Dec '90
CO104,1990,CO,18,18,18,360,360,360,35000,30420.81,1690.045,84.50226,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,Little Thompson Water District,Dec '90
CO105,1990,CO,19,19,19,380,380,380,40500,35201.23,1852.696,92.6348,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,City of Dacono,Dec '90
CO106,1990,CO,28,28,28,560,560,560,59000,51280.8,1831.457,91.57285,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Harrison Resource Corp,Spring Canyon W&SD,Dec '90
CO107,1990,CO,35,35,35,700,700,700,75000,65187.45,1862.499,93.12493,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,City of Evans,Dec '90
CO108,1990,CO,78,78,78,1560,1560,1560,156800,136285.2,1747.247,87.36233,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Lake Shore Estates,Fort Collins-Loveland WD,Dec '90
CO110,1990,CO,6,6,6,120,120,120,5500,4780.413,796.7355,39.83678,1,0,0,,0,0,0,1,0,0,0,0,0,0,,0,Farmer,Farmer,Feb '90
CO111,1990,CO,14,14,14,280,280,280,21000,18252.49,1303.749,65.18745,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,North Weld County Water District,Feb '90
CO112,1990,CO,30,30,30,600,600,600,49454,42983.74,1432.791,71.63956,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,City of Evans,Feb '90
CO113,1990,CO,40,40,40,800,800,800,66992,58227.17,1455.679,72.78397,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,Fort Collins-Loveland Water District,Feb '90
CO114,1990,CO,105,105,105,2100,2100,2100,150045,130414,1242.038,62.10192,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,City of Greeley,Feb '90
CO115,1990,CO,7000,7000,7000,140000,140000,140000,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,"Kiowa Resources, Inc.",Southgate WD,Feb '90
CO116,1990,CO,6,9,12,120,180,240,13200,11472.99,1274.777,63.73885,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,Little Thompson Water District,Jan '90
CO117,1990,CO,14,14,14,280,280,280,22900,19903.9,1421.707,71.08537,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Bank of Boulder,Private Rancher,Jan '90
CO118,1990,CO,21,21,21,420,420,420,33000,28682.48,1365.832,68.29162,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Broker,City of Windsor,Jan '90
CO119,1990,CO,20,30,39,400,600,780,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,Little Thompson Water District,Jan '90
CO120,1990,CO,1,1,1,20,20,20,1350,1173.374,1173.374,58.66871,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,UN,North Weld County WD,Jul '90
CO121,1990,CO,4,4,4,80,80,80,6000,5214.996,1303.749,65.18745,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,City of Dacono,Jul '90
CO123,1990,CO,11,11,11,220,220,220,20250,17600.61,1600.056,80.00278,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,City of Dacono,Jul '90
CO124,1990,CO,12,12,12,240,240,240,18000,15644.99,1303.749,65.18745,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,2 Irrigators,"Grand West Properties, Inc.",Jul '90
CO125,1990,CO,14,14,14,280,280,280,18500,16079.57,1148.541,57.42704,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Landowner,City of Frederick,Jul '90
CO126,1990,CO,15,15,15,300,300,300,13333,11588.59,772.5727,38.62864,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Two Land Developers,City of Fort Collins,Jul '90
CO127,1990,CO,27,27,27,540,540,540,54600,47456.46,1757.647,87.88234,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Platteville,Jul '90
CO128,1990,CO,93,93,93,1860,1860,1860,110880,96373.13,1036.27,51.81351,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Platte River Power Authority,City of Estes Park,Jul '90
CO129,1990,CO,139,139,139,2780,2780,2780,268650,233501.5,1679.867,83.99333,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,UN,Fort Collins-Loveland WD,Jul '90
CO130,1990,CO,171,171,171,3420,3420,3420,341600,296907.1,1736.299,86.81495,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,City of Fort Morgan,Jul '90
CO131,1990,CO,485,485,485,9700,9700,9700,831600,722798.5,1490.306,74.51531,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Platte River Power Authority,City of Longmont,Jul '90
CO132,1990,CO,485,485,485,9700,9700,9700,831600,722798.5,1490.306,74.51531,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Platte River Power Authority,City of Loveland,Jul '90
CO133,1990,CO,485,485,485,9700,9700,9700,831600,722798.5,1490.306,74.51531,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Platte River Power Authority,City of Fort Collins,Jul '90
CO134,1990,CO,6,6,6,120,120,120,11200,9734.66,1622.443,81.12217,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,North College Mobile Plaza,Irrigator,Jun '90
CO136,1990,CO,28,28,28,560,560,560,52000,45196.63,1614.165,80.70827,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Tech Center Properties,Little Thompson Water District,Jun '90
CO137,1990,CO,64,62,59,1280,1240,1180,297500,258576.9,4170.595,208.5298,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Investor and Farmer's Estate,City of Westminster,Jun '90
CO138,1990,CO,0,5000,10000,0,85795.432,171590.86,,,,,0,1,0,40,1,0,0,0,0,0,0,0,0,0,,0,US Dept of the Interior,CO Water Conservation Board,Mar '90
CO139,1990,CO,3,3,3,60,60,60,15000,13037.49,4345.831,217.2915,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Investor,First CO Land Office,Mar '90
CO140,1990,CO,56,56,56,1120,1120,1120,87976,76465.75,1365.46,68.27299,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,"FIMSA, Inc",Ft. Collins-Loveland Water District,Mar '90
CO141,1990,CO,3000,4000,5000,8169.7441,10892.992,13616.24,300000,260749.8,65.18745,23.93739,0,1,0,3,0,0,0,0,1,0,0,0,0,0,,0,City of Pueblo,City of Aurora,May '90
CO143,1990,CO,21,21,21,420,420,420,9300,8083.244,384.9164,19.24582,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,UN,Loveland Reality,May '90
CO146,1990,CO,35,35,35,700,700,700,62500,54322.88,1552.082,77.60411,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Retired Farmers,City of Windsor,May '90
CO147,1990,CO,70,70,70,1400,1400,1400,134250,116685.5,1666.936,83.34682,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Retired Farmers,City of Windsor,May '90
CO148,1990,CO,7,7,7,140,140,140,14500,12602.91,1800.415,90.02077,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,City of Dacono,Nov '90
CO149,1990,CO,22,22,22,440,440,440,49600,43110.64,1959.574,97.97872,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Investor,East Larimer County WD,Nov '90
CO150,1990,CO,35,35,35,700,700,700,74000,64318.29,1837.665,91.88327,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Broker,Broker,Nov '90
CO151,1990,CO,42,42,42,840,840,840,84000,73009.95,1738.332,86.9166,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Landowner,Fort Collins-Loveland WD,Nov '90
CO152,1990,CO,50,50,50,1000,1000,1000,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Harrison Resource Corp,Fox Acres Country Club,Nov '90
CO153,1990,CO,63,63,63,1260,1260,1260,135000,117337.4,1862.499,93.12493,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Evans,Nov '90
CO154,1990,CO,70,70,70,1400,1400,1400,36000,31289.98,446.9997,22.34999,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmers,City of Greeley,Nov '90
CO155,1990,CO,180,180,180,3600,3600,3600,162000,140804.9,782.2495,39.11247,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,4 Farmers,City of Greeley,Nov '90
CO156,1990,CO,5000,5000,5000,99239.551,99239.551,99239.551,,,,,0,1,0,100,0,0,0,0,0,0,0,0,0,1,,0,Bureau of Reclamation,Multiple Users,Oct '90
CO158,1990,CO,28,28,28,560,560,560,56000,48673.3,1738.332,86.9166,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Developer,Fort Collins-Loveland WD,Oct '90
CO160,1990,CO,200000,200000,200000,4000000,4000000,4000000,,,,,0,0,1,,0,0,0,0,0,0,0,0,1,0,,0,The Nature Conservancy,CO Water Conservation Board,Oct '90
CO161,1990,CO,15,15,15,300,300,300,108000,93869.93,6257.995,312.8998,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Estate of Farmer,City of Arvada,Sep '90
CO162,1990,CO,88,88,88,1760,1760,1760,165625,143955.6,1635.859,81.79297,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,Left Hand Water District,Sep '90
CO168,1991,CO,76,76,76,1520,1520,1520,86000,71729.81,943.8133,47.19067,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,Apr '91
CO192,1991,CO,90,99,108,1800,1980,2160,95200,79403.23,802.0529,40.10264,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Broker,Broker,Jan '91
CO194,1991,CO,4,4,4,80,80,80,9480,7906.96,1976.74,98.83701,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,A Rancher,A Rancher,Jul '91
CO195,1991,CO,7,7,7,140,140,140,15500,12928.05,1846.864,92.34319,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Broker,Farmer,Jul '91
CO197,1991,CO,21,21,21,420,420,420,46500,38784.14,1846.864,92.34319,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Farmer,Investor,Jul '91
CO163,1991,CO,7,7,7,140,140,140,15000,12511.01,1787.288,89.36438,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Gilcrest,Apr '91
CO164,1991,CO,11,11,11,220,220,220,22650,18891.63,1717.421,85.87105,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Dacono,Apr '91
CO165,1991,CO,19,19,19,380,380,380,41175,34342.73,1807.512,90.3756,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Terra Resource Corp,Longs Peak Water Assoc.,Apr '91
CO166,1991,CO,23,23,23,460,460,460,48800,40702.5,1769.674,88.48369,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Terra Resource Corp,East Larimer County WD,Apr '91
CO167,1991,CO,28,28,28,560,560,560,60000,50044.05,1787.288,89.36438,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Platteville,Apr '91
CO198,1991,CO,46,46,46,920,920,920,100750,84032.3,1826.789,91.33946,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Broker,Two Investors,Jul '91
CO169,1991,CO,21,21,21,420,420,420,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,Fort Collins-Loveland WD,Dec '91
CO170,1991,CO,688,688,688,13760,13760,13760,,,,,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,City of Arvada,Denver Water Board,Dec '91
CO171,1991,CO,845,868,890,16900,17360,17800,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmers,City of Greeley,Dec '91
CO172,1991,CO,924,942,960,18480,18840,19200,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmers,City of Greeley,Dec '91
CO173,1991,CO,3610,4783,5956,72200,95660,119120,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmers,City of Greeley,Dec '91
CO174,1991,CO,9,9,9,180,180,180,19500,16264.32,1807.146,90.35732,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Loveland Reality,Feb '91
CO175,1991,CO,12,12,12,240,240,240,24650,20559.77,1713.314,85.66569,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,An Attorney,City of Fort Lupton,Feb '91
CO176,1991,CO,23,23,23,460,460,460,47850,39910.13,1735.223,86.76116,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Fort Lupton,Feb '91
CO177,1991,CO,35,35,35,700,700,700,79000,65891.34,1882.61,94.13048,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Dacono,Feb '91
CO178,1991,CO,35,35,35,700,700,700,72500,60469.9,1727.711,86.38557,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Harrison Resource Corp,City of Fort Morgan,Feb '91
CO179,1991,CO,74,74,74,1480,1480,1480,140000,116769.5,1577.966,78.89828,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Boulder Open Space Program,Feb '91
CO180,1991,CO,140,140,140,2800,2800,2800,310000,258561,1846.864,92.3432,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,North Weld County WD,Feb '91
CO181,1991,CO,175,175,175,3500,3500,3500,362500,302349.5,1727.711,86.38557,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Harrison Resource Corp,Left Hand Water District,Feb '91
CO182,1991,CO,175,175,175,3500,3500,3500,373750,311732.8,1781.33,89.0665,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Harrison Resource Corp,City of Windsor,Feb '91
CO183,1991,CO,245,245,245,4900,4900,4900,507500,423289.3,1727.711,86.38557,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Harrison Resource Corp,City of Longmont,Feb '91
CO184,1991,CO,320,320,320,6400,6400,6400,662650,552694.9,1727.172,86.35857,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Harrison Resource Corp,City of Loveland,Feb '91
CO185,1991,CO,10000,10000,10000,10000,10000,10000,668000,557157.1,55.71571,55.71571,0,1,0,,0,0,0,0,1,0,0,0,0,0,,0,City of Denver,City of Aurora,Feb '91
CO186,1991,CO,7,7,7,140,140,140,15000,12511.01,1787.288,89.36438,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Longs Peak Water Assoc.,Jan '91
CO187,1991,CO,7,7,7,140,140,140,15800,13178.27,1882.61,94.13049,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Pierce,Jan '91
CO188,1991,CO,8,8,8,160,160,160,18000,15013.22,1876.652,93.8326,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Ault,Jan '91
CO189,1991,CO,19,19,19,380,380,380,37800,31527.75,1659.355,82.96777,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Fort Collins-Loveland WD,Jan '91
CO190,1991,CO,33,33,33,660,660,660,20000,16681.35,505.4955,25.27477,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Greeley,Jan '91
CO191,1991,CO,35,35,35,700,700,700,75000,62555.07,1787.288,89.36438,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of LaSalle,Jan '91
CO200,1991,CO,82,82,82,1640,1640,1640,10000,8340.676,101.7156,5.085778,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Farmers,Broker,Jul '91
CO193,1991,CO,19292,19292,19292,19292,19292,19292,420000,350308.4,18.15822,18.15822,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,NCWCD's Municipal Subdistrict,Northern CO WCD,Jul '91
CO203,1991,CO,8,8,8,160,160,160,18600,15513.66,1939.207,96.96035,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigators,A Rancher,Jun '91
CO206,1991,CO,35,35,35,700,700,700,68500,57133.63,1632.389,81.61947,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Traveler's Insurance Co,Investor,Jun '91
CO196,1991,CO,18,18,18,360,360,360,38750,32320.12,1795.562,89.77811,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,Loveland Reality,Jul '91
CO216,1991,CO,3,3,3,60,60,60,15300,12761.23,4253.745,212.6872,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,UN,Investor,May '91
CO220,1991,CO,34,34,34,680,680,680,74400,62054.63,1825.136,91.2568,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Three Irrigators,Investor,May '91
CO199,1991,CO,52,52,52,1040,1040,1040,17000,14179.15,272.6759,13.6338,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Broker,Mobile Home Park,Jul '91
CO226,1991,CO,4,4,4,80,80,80,,,,,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,Sep '91
CO201,1991,CO,95,95,95,1900,1900,1900,209250,174528.6,1837.144,91.85718,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Broker,Northern Colorado Water Association,Jul '91
CO202,1991,CO,4,4,4,80,80,80,7900,6589.134,1647.283,82.36417,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,North Crater Lake WD,Jun '91
CO227,1991,CO,8,8,8,160,160,160,,,,,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Farmer,Investor,Sep '91
CO204,1991,CO,21,21,21,420,420,420,45000,37533.04,1787.288,89.36438,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,Left Hand Water District,Jun '91
CO205,1991,CO,25,25,25,500,500,500,51800,43204.7,1728.188,86.4094,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Developer,Fort Collins-Loveland WD,Jun '91
CO228,1991,CO,14,14,14,280,280,280,,,,,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Farmer,Farmers,Sep '91
CO207,1991,CO,112,112,112,2240,2240,2240,244000,203512.5,1817.076,90.85379,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Estate of Farmer,Little Thompson Water District,Jun '91
CO208,1991,CO,26,26,26,520,520,520,52725,43976.21,1691.393,84.56963,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,City of Fort Lupton,Mar '91
CO209,1991,CO,70,70,70,1400,1400,1400,155000,129280.5,1846.864,92.3432,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Terra Resource Corp,Central Weld County WD,Mar '91
CO210,1991,CO,132,132,132,2640,2640,2640,124800,104091.6,788.573,39.42865,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farm Credit Services,City of Fort Collins,Mar '91
CO211,1991,CO,220,220,220,4400,4400,4400,216000,180158.6,818.9027,40.94513,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farm Credit Services,City of Fort Collins,Mar '91
CO212,1991,CO,4293,4293,4293,85860,85860,85860,21465000,1.79E+07,4170.338,208.5169,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,City of Boulder,City of Broomfield,Mar '91
CO213,1991,CO,0,5000,10000,0,9297.0522,18594.104,720000,600528.6,120.1057,64.59344,0,1,0,2,0,0,0,0,1,0,0,0,0,0,,0,City of Pueblo,City of Aurora,May '90
CO214,1991,CO,1,1,1,20,20,20,2800,2335.389,2335.389,116.7695,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Investor,Little Thompson Water District,May '91
CO215,1991,CO,2,2,2,40,40,40,14000,11676.95,5838.473,291.9236,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Homeowners' Association,May '91
CO229,1991,CO,31,31,31,620,620,620,,,,,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Farmer,Farmers,Sep '91
CO217,1991,CO,6,6,6,120,120,120,11600,9675.184,1612.531,80.62653,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,North Weld County WD,May '91
CO218,1991,CO,14,14,14,280,280,280,31000,25856.09,1846.864,92.34319,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Little Thompson Water District,May '91
CO219,1991,CO,17,17,17,340,340,340,37200,31027.31,1825.136,91.2568,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Johnstown,May '91
CO221,1991,CO,210,210,210,4200,4200,4200,435000,362819.4,1727.711,86.38557,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Broker,City of Fort Lupton,May '91
CO222,1991,CO,1,1,1,20,20,20,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Electrical Federal Credit Union,Longs Peak Water Assoc.,Nov '91
CO223,1991,CO,35,35,35,700,700,700,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,2 Farmers,Fort Collins-Loveland WD,Nov '91
CO224,1991,CO,70,70,70,1400,1400,1400,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,Northern Colorado Water Association,Oct '91
CO225,1991,CO,95,95,95,1900,1900,1900,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmers,Fort Collins-Loveland WD,Oct '91
CO230,1991,CO,113,113,113,2260,2260,2260,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Willows WD,Sep '91
CO231,1991,CO,250,250,250,5000,5000,5000,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Highlands Ranch Development Corp,Inverness W&SD,Sep '91
CO235,1992,CO,43,43,43,860,860,860,94550,76556.52,1780.384,89.01921,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Harrison Research Corporation,Timnath Farms,Apr '92
CO247,1992,CO,48,48,48,960,960,960,103700,83965.22,1749.275,87.46377,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Farmer,Lower Latham Reservoir Co,Feb '92
CO248,1992,CO,62,62,62,1240,1240,1240,620,502.01,8.096935,0.4048468,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Farmers,Gateway Farms,Feb '92
CO249,1992,CO,210,210,210,4200,4200,4200,450000,364362.1,1735.057,86.75287,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Farmers,Gateway Farms,Feb '92
CO232,1992,CO,7,7,7,140,140,140,15000,12145.4,1735.057,86.75288,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Webber Farms,City of Dacono,Apr '92
CO233,1992,CO,8,8,8,160,160,160,18300,14817.39,1852.174,92.60869,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,Developers,Apr '92
CO234,1992,CO,8,8,8,160,160,160,16500,13359.94,1669.993,83.49964,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Webber Farms,North Crater Lake WD,Apr '92
CO253,1992,CO,113,113,113,2260,2260,2260,243000,196755.5,1741.199,87.05996,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,2 Farmers,Farmer,Jan '92
CO236,1992,CO,55,55,55,1100,1100,1100,105000,85017.82,1545.779,77.28893,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,City of Boulder Open Space Program,Apr '92
CO237,1992,CO,70,70,70,1400,1400,1400,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmers,Rocky Mt. Fuel Corp,Apr '92
CO238,1992,CO,88,88,88,1760,1760,1760,184375,149287.2,1696.446,84.82229,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,Fort Collins-Loveland WD,Apr '92
CO239,1992,CO,101,101,101,2020,2020,2020,,,,,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,City of Arvada,Denver Water Board,Apr '92
CO240,1992,CO,1,1,1,20,20,20,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Fremont Ltd,City of Loveland,Dec '92
CO241,1992,CO,4,4,4,80,80,80,9000,7287.242,1821.81,91.09052,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Prospect Mountain Water Co,Dec '92
CO242,1992,CO,6,6,6,120,120,120,11160,9036.18,1506.03,75.3015,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Timberline Partnership/Vine Street Partnership,East Larimer County WD,Dec '92
CO243,1992,CO,18,18,18,360,360,360,,,,,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Developer,Left Hand Water District,Dec '92
CO244,1992,CO,18,18,18,360,360,360,33750,27327.16,1518.175,75.90877,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Left Hand Water District,Dec '92
CO245,1992,CO,25,25,25,500,500,500,52500,42508.91,1700.356,85.01782,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,City of Milliken,Feb '92
CO246,1992,CO,42,42,42,840,840,840,88500,71657.88,1706.14,85.30699,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,Fort Collins-Loveland WD,Feb '92
CO256,1992,CO,5,5,5,100,100,100,,,,,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Timnath Farms,Jul-Aug '92
CO257,1992,CO,11,11,11,220,220,220,21000,17003.56,1545.778,77.28892,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,Jul-Aug '92
CO258,1992,CO,26,26,26,520,520,520,18750,15181.75,583.9136,29.19568,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Estate of Farmer,Irrigator,Jul-Aug '92
CO250,1992,CO,8,8,8,160,160,160,18000,14574.48,1821.81,91.09052,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,North Weld County WD,Jan '92
CO251,1992,CO,39,39,39,780,780,780,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Fort Collins-Loveland WD,Jan '92
CO252,1992,CO,105,105,105,2100,2100,2100,232500,188253.7,1792.893,89.64464,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Farmer,City of Berthoud,Jan '92
CO261,1992,CO,52,52,52,1040,1040,1040,37500,30363.51,583.9136,29.19568,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Estate of Farmer,Northern CO WCD,Jul-Aug '92
CO254,1992,CO,198,198,198,3960,3960,3960,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Livestock Co,Town of Windsor,Jan '92
